"Photos carrées";Photos
DSC00757-square.JPG;DSC00757-fullsize.JPG
DSC00803-square.JPG;DSC00803-fullsize.JPG
DSC00809-square.JPG;DSC00809-fullsize.JPG
DSC00806-square.JPG;DSC00806-fullsize.JPG
DSC00760-square.JPG;DSC00760-fullsize.JPG
